frame;y;z;x
172;1.60059;0.302283;0.182314
172;1.60717;0.3174;0.380594
172;1.63146;0.426145;-0.321023
172;1.54663;0.300579;0.68359
172;2.24327;0.429192;2.32896
172;2.2994;0.316633;2.3636
172;2.45742;0.163016;2.30809
172;0.0346282;0.0278008;-0.0754958
172;0.959128;0.304422;0.170141
172;1.52459;0.409429;0.12758
172;1.55781;0.42147;0.22601
172;1.57488;0.3818;0.426601
172;1.45461;0.732052;-0.227191
172;1.60682;0.491312;-0.323515
172;1.5008;0.372143;0.72947
172;2.21116;0.549271;2.32587
172;2.27443;0.435153;2.36131
172;2.3309;0.32097;2.39598
172;0.0272308;0.0251754;-0.0790866
172;0.991507;0.227171;0.143285
172;1.56257;0.29517;0.0847347
172;1.61418;0.244772;0.183591
172;1.62156;0.258071;0.381954
172;1.63598;0.372143;-0.371493
172;1.56077;0.239876;0.684915
172;2.37578;0.271505;2.2445
172;2.42421;0.160813;2.2769
172;2.46711;0.0495169;2.30868
173;0.0402654;0.0224475;-0.0748827
173;0.973687;0.265713;0.171613
173;1.5465;0.352261;0.0831744
173;1.60059;0.302283;0.182314
173;1.60717;0.3174;0.380594
173;1.63146;0.426145;-0.321023
173;1.54663;0.300579;0.68359
173;2.24327;0.429192;2.32896
173;2.2994;0.316633;2.3636
173;2.45742;0.163016;2.30809
173;0.0346282;0.0278008;-0.0754958
173;0.959128;0.304422;0.170141
173;1.52737;0.410648;0.0812755
173;1.58416;0.361005;0.180721
173;1.57488;0.3818;0.426601
173;1.45461;0.732052;-0.227191
173;1.60682;0.491312;-0.323515
173;1.5008;0.372143;0.72947
173;2.21116;0.549271;2.32587
173;2.27443;0.435153;2.36131
173;2.3309;0.32097;2.39598
173;0.0272308;0.0251754;-0.0790866
173;0.98606;0.227933;0.172842
173;1.56257;0.29517;0.0847347
173;1.60059;0.302283;0.182314
173;1.62156;0.258071;0.381954
173;1.63598;0.372143;-0.371493
173;1.56077;0.239876;0.684915
173;2.37578;0.271505;2.2445
173;2.42421;0.160813;2.2769
173;2.46711;0.0495169;2.30868
174;0.0402654;0.0224475;-0.0748827
174;0.973687;0.265713;0.171613
174;1.5465;0.352261;0.0831744
174;1.60059;0.302283;0.182314
174;1.60717;0.3174;0.380594
174;1.49707;0.660786;-0.222712
174;1.63146;0.426145;-0.321023
174;1.54663;0.300579;0.68359
174;2.24327;0.429192;2.32896
174;2.2994;0.316633;2.3636
174;2.45742;0.163016;2.30809
174;0.0346282;0.0278008;-0.0754958
174;0.959128;0.304422;0.170141
174;1.52459;0.409429;0.12758
174;1.58416;0.361005;0.180721
174;1.57488;0.3818;0.426601
174;1.43765;0.741805;-0.278431
174;1.60682;0.491312;-0.323515
174;1.5008;0.372143;0.72947
174;2.21116;0.549271;2.32587
174;2.27443;0.435153;2.36131
174;2.3309;0.32097;2.39598
174;0.0272308;0.0251754;-0.0790866
174;0.98606;0.227933;0.172842
174;1.56257;0.29517;0.0847347
174;1.60059;0.302283;0.182314
174;1.62156;0.258071;0.381954
174;1.63598;0.372143;-0.371493
174;1.56077;0.239876;0.684915
174;2.37578;0.271505;2.2445
174;2.42421;0.160813;2.2769
174;2.46711;0.0495169;2.30868
175;0.0402654;0.0224475;-0.0748827
175;0.973687;0.265713;0.171613
175;1.5465;0.352261;0.0831744
175;1.60059;0.302283;0.182314
175;1.60717;0.3174;0.380594
175;1.63146;0.426145;-0.321023
175;1.54663;0.300579;0.68359
175;2.24327;0.429192;2.32896
175;2.2994;0.316633;2.3636
175;2.45742;0.163016;2.30809
175;0.0346282;0.0278008;-0.0754958
175;0.959128;0.304422;0.170141
175;1.52737;0.410648;0.0812755
175;1.58416;0.361005;0.180721
175;1.57488;0.3818;0.426601
175;1.45461;0.732052;-0.227191
175;1.60682;0.491312;-0.323515
175;1.5008;0.372143;0.72947
175;2.21116;0.549271;2.32587
175;2.27443;0.435153;2.36131
175;2.3309;0.32097;2.39598
175;0.0272308;0.0251754;-0.0790866
175;0.98606;0.227933;0.172842
175;1.56257;0.29517;0.0847347
175;1.60059;0.302283;0.182314
175;1.62156;0.258071;0.381954
175;1.63598;0.372143;-0.371493
175;1.56077;0.239876;0.684915
175;2.37578;0.271505;2.2445
175;2.42421;0.160813;2.2769
175;2.46711;0.0495169;2.30868
176;0.0402654;0.0224475;-0.0748827
176;0.973687;0.265713;0.171613
176;1.5465;0.352261;0.0831744
176;1.60059;0.302283;0.182314
176;1.60717;0.3174;0.380594
176;1.63146;0.426145;-0.321023
176;1.54663;0.300579;0.68359
176;2.24327;0.429192;2.32896
176;2.2994;0.316633;2.3636
176;2.45742;0.163016;2.30809
176;0.0346282;0.0278008;-0.0754958
176;0.959128;0.304422;0.170141
176;1.52459;0.409429;0.12758
176;1.55781;0.42147;0.22601
176;1.57488;0.3818;0.426601
176;1.43765;0.741805;-0.278431
176;1.60682;0.491312;-0.323515
176;1.5008;0.372143;0.72947
176;2.21116;0.549271;2.32587
176;2.27443;0.435153;2.36131
176;2.3309;0.32097;2.39598
176;0.0272308;0.0251754;-0.0790866
176;0.98606;0.227933;0.172842
176;1.56257;0.29517;0.0847347
176;1.60059;0.302283;0.182314
176;1.62156;0.258071;0.381954
176;1.63598;0.372143;-0.371493
176;1.56077;0.239876;0.684915
176;2.37578;0.271505;2.2445
176;2.42421;0.160813;2.2769
176;2.46711;0.0495169;2.30868
177;0.0402654;0.0224475;-0.0748827
177;0.973687;0.265713;0.171613
177;1.5465;0.352261;0.0831744
177;1.60059;0.302283;0.182314
177;1.60717;0.3174;0.380594
177;1.63146;0.426145;-0.321023
177;1.54663;0.300579;0.68359
177;2.24327;0.429192;2.32896
177;2.2994;0.316633;2.3636
177;2.45742;0.163016;2.30809
177;0.0346282;0.0278008;-0.0754958
177;0.959128;0.304422;0.170141
177;1.52459;0.409429;0.12758
177;1.55781;0.42147;0.22601
177;1.57488;0.3818;0.426601
177;1.45461;0.732052;-0.227191
177;1.60682;0.491312;-0.323515
177;1.5008;0.372143;0.72947
177;2.21116;0.549271;2.32587
177;2.27443;0.435153;2.36131
177;2.3309;0.32097;2.39598
177;0.0272308;0.0251754;-0.0790866
177;0.98606;0.227933;0.172842
177;1.56257;0.29517;0.0847347
177;1.60059;0.302283;0.182314
177;1.62156;0.258071;0.381954
177;1.63598;0.372143;-0.371493
177;1.56077;0.239876;0.684915
177;2.37578;0.271505;2.2445
177;2.42421;0.160813;2.2769
177;2.46711;0.0495169;2.30868
178;0.0402654;0.0224475;-0.0748827
178;0.973687;0.265713;0.171613
178;1.5465;0.352261;0.0831744
178;1.60059;0.302283;0.182314
178;1.60717;0.3174;0.380594
178;1.59254;0.321081;0.428323
178;1.63146;0.426145;-0.321023
178;1.54663;0.300579;0.68359
178;2.24327;0.429192;2.32896
178;2.2994;0.316633;2.3636
178;2.45742;0.163016;2.30809
178;0.0346282;0.0278008;-0.0754958
178;0.959128;0.304422;0.170141
178;1.52459;0.409429;0.12758
178;1.55781;0.42147;0.22601
178;1.57488;0.3818;0.426601
178;1.45461;0.732052;-0.227191
178;1.60682;0.491312;-0.323515
178;1.5008;0.372143;0.72947
178;2.21116;0.549271;2.32587
178;2.27443;0.435153;2.36131
178;2.3309;0.32097;2.39598
178;0.0272308;0.0251754;-0.0790866
178;0.98606;0.227933;0.172842
178;1.56257;0.29517;0.0847347
178;1.60059;0.302283;0.182314
178;1.62156;0.258071;0.381954
178;1.63598;0.372143;-0.371493
178;1.56077;0.239876;0.684915
178;2.37578;0.271505;2.2445
178;2.42421;0.160813;2.2769
178;2.46711;0.0495169;2.30868
179;0.0402654;0.0224475;-0.0748827
179;0.973687;0.265713;0.171613
179;1.5465;0.352261;0.0831744
179;1.60059;0.302283;0.182314
179;1.60717;0.3174;0.380594
179;1.63146;0.426145;-0.321023
179;1.54663;0.300579;0.68359
179;2.24327;0.429192;2.32896
179;2.2994;0.316633;2.3636
179;2.45742;0.163016;2.30809
179;0.0346282;0.0278008;-0.0754958
179;0.959128;0.304422;0.170141
179;1.52459;0.409429;0.12758
179;1.55781;0.42147;0.22601
179;1.57488;0.3818;0.426601
179;1.43765;0.741805;-0.278431
179;1.60682;0.491312;-0.323515
179;1.5008;0.372143;0.72947
179;2.21116;0.549271;2.32587
179;2.27443;0.435153;2.36131
179;2.3309;0.32097;2.39598
179;0.0272308;0.0251754;-0.0790866
179;0.991507;0.227171;0.143285
179;1.56257;0.29517;0.0847347
179;1.60059;0.302283;0.182314
179;1.62156;0.258071;0.381954
179;1.63598;0.372143;-0.371493
179;1.56077;0.239876;0.684915
179;2.37578;0.271505;2.2445
179;2.42421;0.160813;2.2769
179;2.46711;0.0495169;2.30868
180;0.0402654;0.0224475;-0.0748827
180;0.973687;0.265713;0.171613
180;1.5465;0.352261;0.0831744
180;1.60059;0.302283;0.182314
180;1.60717;0.3174;0.380594
180;1.63146;0.426145;-0.321023
180;1.54663;0.300579;0.68359
180;2.24327;0.429192;2.32896
180;2.2994;0.316633;2.3636
180;2.45742;0.163016;2.30809
180;0.0346282;0.0278008;-0.0754958
180;0.959128;0.304422;0.170141
180;1.5465;0.352261;0.0831744
180;1.58416;0.361005;0.180721
180;1.57488;0.3818;0.426601
180;1.45461;0.732052;-0.227191
180;1.60682;0.491312;-0.323515
180;1.5008;0.372143;0.72947
180;2.21116;0.549271;2.32587
180;2.27443;0.435153;2.36131
180;2.3309;0.32097;2.39598
180;0.0272308;0.0251754;-0.0790866
180;0.991507;0.227171;0.143285
180;1.56257;0.29517;0.0847347
180;1.60059;0.302283;0.182314
180;1.62156;0.258071;0.381954
180;1.63598;0.372143;-0.371493
180;1.56077;0.239876;0.684915
180;2.37578;0.271505;2.2445
180;2.42421;0.160813;2.2769
180;2.46711;0.0495169;2.30868
181;0.0402654;0.0224475;-0.0748827
181;0.973687;0.265713;0.171613
181;1.5465;0.352261;0.0831744
181;1.60059;0.302283;0.182314
181;1.60717;0.3174;0.380594
181;1.63146;0.426145;-0.321023
181;1.54663;0.300579;0.68359
181;2.24327;0.429192;2.32896
181;2.2994;0.316633;2.3636
181;2.45742;0.163016;2.30809
181;0.0346282;0.0278008;-0.0754958
181;0.959128;0.304422;0.170141
181;1.52459;0.409429;0.12758
181;1.55781;0.42147;0.22601
181;1.57488;0.3818;0.426601
181;1.45461;0.732052;-0.227191
181;1.60682;0.491312;-0.323515
181;1.5008;0.372143;0.72947
181;2.21116;0.549271;2.32587
181;2.27443;0.435153;2.36131
181;2.3309;0.32097;2.39598
181;0.0272308;0.0251754;-0.0790866
181;0.98606;0.227933;0.172842
181;1.56257;0.29517;0.0847347
181;1.60059;0.302283;0.182314
181;1.62156;0.258071;0.381954
181;1.63598;0.372143;-0.371493
181;1.56077;0.239876;0.684915
181;2.37578;0.271505;2.2445
181;2.42421;0.160813;2.2769
181;2.46711;0.0495169;2.30868
182;0.0402654;0.0224475;-0.0748827
182;0.973687;0.265713;0.171613
182;1.5465;0.352261;0.0831744
182;1.60059;0.302283;0.182314
182;1.59254;0.321081;0.428323
182;1.63146;0.426145;-0.321023
182;1.54663;0.300579;0.68359
182;2.24327;0.429192;2.32896
182;2.2994;0.316633;2.3636
182;2.45742;0.163016;2.30809
182;0.0346282;0.0278008;-0.0754958
182;0.959128;0.304422;0.170141
182;1.52459;0.409429;0.12758
182;1.55781;0.42147;0.22601
182;1.57488;0.3818;0.426601
182;1.43765;0.741805;-0.278431
182;1.60682;0.491312;-0.323515
182;1.5008;0.372143;0.72947
182;2.21116;0.549271;2.32587
182;2.27443;0.435153;2.36131
182;2.3309;0.32097;2.39598
182;0.0272308;0.0251754;-0.0790866
182;0.991507;0.227171;0.143285
182;1.56257;0.29517;0.0847347
182;1.60059;0.302283;0.182314
182;1.62156;0.258071;0.381954
182;1.63598;0.372143;-0.371493
182;1.56077;0.239876;0.684915
182;2.37578;0.271505;2.2445
182;2.42421;0.160813;2.2769
182;2.46711;0.0495169;2.30868
183;0.0402654;0.0224475;-0.0748827
183;0.973687;0.265713;0.171613
183;1.5465;0.352261;0.0831744
183;1.60059;0.302283;0.182314
183;1.60717;0.3174;0.380594
183;1.63146;0.426145;-0.321023
183;1.54663;0.300579;0.68359
183;2.24327;0.429192;2.32896
183;2.2994;0.316633;2.3636
183;2.45742;0.163016;2.30809
183;0.0346282;0.0278008;-0.0754958
183;0.959128;0.304422;0.170141
183;1.52459;0.409429;0.12758
183;1.55781;0.42147;0.22601
183;1.57488;0.3818;0.426601
183;1.45461;0.732052;-0.227191
183;1.60682;0.491312;-0.323515
183;1.5008;0.372143;0.72947
183;2.21116;0.549271;2.32587
183;2.27443;0.435153;2.36131
183;2.3309;0.32097;2.39598
183;0.0272308;0.0251754;-0.0790866
183;0.991507;0.227171;0.143285
183;1.56257;0.29517;0.0847347
183;1.60059;0.302283;0.182314
183;1.62156;0.258071;0.381954
183;1.63598;0.372143;-0.371493
183;1.56077;0.239876;0.684915
183;2.37578;0.271505;2.2445
183;2.42421;0.160813;2.2769
183;2.46711;0.0495169;2.30868
184;0.0402654;0.0224475;-0.0748827
184;0.973687;0.265713;0.171613
184;1.5465;0.352261;0.0831744
184;1.60059;0.302283;0.182314
184;1.60717;0.3174;0.380594
184;1.63146;0.426145;-0.321023
184;1.54663;0.300579;0.68359
184;2.24327;0.429192;2.32896
184;2.2994;0.316633;2.3636
184;2.45742;0.163016;2.30809
184;0.0346282;0.0278008;-0.0754958
184;0.959128;0.304422;0.170141
184;1.52459;0.409429;0.12758
184;1.55781;0.42147;0.22601
184;1.57488;0.3818;0.426601
184;1.45461;0.732052;-0.227191
184;1.60682;0.491312;-0.323515
184;1.5008;0.372143;0.72947
184;2.21116;0.549271;2.32587
184;2.27443;0.435153;2.36131
184;2.3309;0.32097;2.39598
184;0.0272308;0.0251754;-0.0790866
184;0.98606;0.227933;0.172842
184;1.56257;0.29517;0.0847347
184;1.60059;0.302283;0.182314
184;1.62156;0.258071;0.381954
184;1.63598;0.372143;-0.371493
184;1.56077;0.239876;0.684915
184;2.37578;0.271505;2.2445
184;2.42421;0.160813;2.2769
184;2.46711;0.0495169;2.30868
185;0.0402654;0.0224475;-0.0748827
185;0.973687;0.265713;0.171613
185;1.5465;0.352261;0.0831744
185;1.60059;0.302283;0.182314
185;1.60717;0.3174;0.380594
185;1.63146;0.426145;-0.321023
185;1.54663;0.300579;0.68359
185;2.24327;0.429192;2.32896
185;2.2994;0.316633;2.3636
185;2.45742;0.163016;2.30809
185;0.0346282;0.0278008;-0.0754958
185;0.959128;0.304422;0.170141
185;1.52459;0.409429;0.12758
185;1.55781;0.42147;0.22601
185;1.57488;0.3818;0.426601
185;1.43765;0.741805;-0.278431
185;1.60682;0.491312;-0.323515
185;1.5008;0.372143;0.72947
185;2.21116;0.549271;2.32587
185;2.27443;0.435153;2.36131
185;2.3309;0.32097;2.39598
185;0.0272308;0.0251754;-0.0790866
185;0.98606;0.227933;0.172842
185;1.56257;0.29517;0.0847347
185;1.60059;0.302283;0.182314
185;1.62156;0.258071;0.381954
185;1.63598;0.372143;-0.371493
185;1.56077;0.239876;0.684915
185;2.37578;0.271505;2.2445
185;2.42421;0.160813;2.2769
185;2.46711;0.0495169;2.30868
frame;y;z;x
43;0.0402654;0.0224475;-0.0748827
43;0.973687;0.265713;0.171613
43;1.5465;0.352261;0.0831744
43;1.60059;0.302283;0.182314
43;1.60717;0.3174;0.380594
43;1.63146;0.426145;-0.321023
43;1.54663;0.300579;0.68359
43;2.24327;0.429192;2.32896
43;2.2994;0.316633;2.3636
43;2.45742;0.163016;2.30809
43;0.0346282;0.0278008;-0.0754958
43;0.959128;0.304422;0.170141
43;1.52459;0.409429;0.12758
43;1.58416;0.361005;0.180721
43;1.57488;0.3818;0.426601
43;1.46839;0.723649;-0.176304
43;1.60682;0.491312;-0.323515
43;1.5008;0.372143;0.72947
43;2.21116;0.549271;2.32587
43;2.27443;0.435153;2.36131
43;2.44177;0.279047;2.30684
43;0.0272308;0.0251754;-0.0790866
43;0.98606;0.227933;0.172842
43;1.56257;0.29517;0.0847347
43;1.61418;0.244772;0.183591
43;1.62156;0.258071;0.381954
43;1.63598;0.372143;-0.371493
43;1.56077;0.239876;0.684915
43;2.37578;0.271505;2.2445
43;2.42421;0.160813;2.2769
43;2.46711;0.0495169;2.30868
44;0.0402654;0.0224475;-0.0748827
44;0.973687;0.265713;0.171613
44;1.5465;0.352261;0.0831744
44;1.60059;0.302283;0.182314
44;1.60717;0.3174;0.380594
44;1.63146;0.426145;-0.321023
44;1.54663;0.300579;0.68359
44;2.24327;0.429192;2.32896
44;2.2994;0.316633;2.3636
44;2.45742;0.163016;2.30809
44;0.0346282;0.0278008;-0.0754958
44;0.959128;0.304422;0.170141
44;1.52737;0.410648;0.0812755
44;1.55781;0.42147;0.22601
44;1.57488;0.3818;0.426601
44;1.45461;0.732052;-0.227191
44;1.60682;0.491312;-0.323515
44;1.52933;0.362624;0.681914
44;2.21116;0.549271;2.32587
44;2.27443;0.435153;2.36131
44;2.44177;0.279047;2.30684
44;0.0272308;0.0251754;-0.0790866
44;0.991507;0.227171;0.143285
44;1.56257;0.29517;0.0847347
44;1.61418;0.244772;0.183591
44;1.62156;0.258071;0.381954
44;1.63598;0.372143;-0.371493
44;1.56077;0.239876;0.684915
44;2.37578;0.271505;2.2445
44;2.42421;0.160813;2.2769
44;2.46711;0.0495169;2.30868
45;0.0402654;0.0224475;-0.0748827
45;0.973687;0.265713;0.171613
45;1.5465;0.352261;0.0831744
45;1.60059;0.302283;0.182314
45;1.60717;0.3174;0.380594
45;1.63146;0.426145;-0.321023
45;1.54663;0.300579;0.68359
45;2.24327;0.429192;2.32896
45;2.2994;0.316633;2.3636
45;2.45742;0.163016;2.30809
45;0.0346282;0.0278008;-0.0754958
45;0.959128;0.304422;0.170141
45;1.52459;0.409429;0.12758
45;1.55781;0.42147;0.22601
45;1.57488;0.3818;0.426601
45;1.45461;0.732052;-0.227191
45;1.60682;0.491312;-0.323515
45;1.5008;0.372143;0.72947
45;2.21116;0.549271;2.32587
45;2.27443;0.435153;2.36131
45;2.3309;0.32097;2.39598
45;0.0272308;0.0251754;-0.0790866
45;0.98606;0.227933;0.172842
45;1.56257;0.29517;0.0847347
45;1.61418;0.244772;0.183591
45;1.62156;0.258071;0.381954
45;1.63598;0.372143;-0.371493
45;1.56077;0.239876;0.684915
45;2.37578;0.271505;2.2445
45;2.42421;0.160813;2.2769
45;2.46711;0.0495169;2.30868
46;0.973687;0.265713;0.171613
46;1.5465;0.352261;0.0831744
46;1.60059;0.302283;0.182314
46;1.60717;0.3174;0.380594
46;1.63146;0.426145;-0.321023
46;1.54663;0.300579;0.68359
46;2.24327;0.429192;2.32896
46;2.2994;0.316633;2.3636
46;2.45742;0.163016;2.30809
46;0.0346282;0.0278008;-0.0754958
46;0.959128;0.304422;0.170141
46;1.52459;0.409429;0.12758
46;1.55781;0.42147;0.22601
46;1.58416;0.361005;0.180721
46;1.57488;0.3818;0.426601
46;1.60682;0.491312;-0.323515
46;1.5008;0.372143;0.72947
46;2.21116;0.549271;2.32587
46;2.27443;0.435153;2.36131
46;2.3309;0.32097;2.39598
46;0.0272308;0.0251754;-0.0790866
46;0.98606;0.227933;0.172842
46;1.56257;0.29517;0.0847347
46;1.60059;0.302283;0.182314
46;1.62156;0.258071;0.381954
46;2.37578;0.271505;2.2445
46;2.42421;0.160813;2.2769
46;2.46711;0.0495169;2.30868
47;0.0402654;0.0224475;-0.0748827
47;0.973687;0.265713;0.171613
47;1.5465;0.352261;0.0831744
47;1.60059;0.302283;0.182314
47;1.60717;0.3174;0.380594
47;1.63146;0.426145;-0.321023
47;1.54663;0.300579;0.68359
47;2.24327;0.429192;2.32896
47;2.2994;0.316633;2.3636
47;2.45742;0.163016;2.30809
47;0.0346282;0.0278008;-0.0754958
47;0.959128;0.304422;0.170141
47;1.52459;0.409429;0.12758
47;1.55781;0.42147;0.22601
47;1.57488;0.3818;0.426601
47;1.45461;0.732052;-0.227191
47;1.60682;0.491312;-0.323515
47;1.5008;0.372143;0.72947
47;2.21116;0.549271;2.32587
47;2.27443;0.435153;2.36131
47;2.3309;0.32097;2.39598
47;0.0272308;0.0251754;-0.0790866
47;0.991507;0.227171;0.143285
47;1.56257;0.29517;0.0847347
47;1.60059;0.302283;0.182314
47;1.62156;0.258071;0.381954
47;1.63598;0.372143;-0.371493
47;1.56077;0.239876;0.684915
47;2.37578;0.271505;2.2445
47;2.42421;0.160813;2.2769
47;2.46711;0.0495169;2.30868
48;0.0402654;0.0224475;-0.0748827
48;0.973687;0.265713;0.171613
48;1.5465;0.352261;0.0831744
48;1.60059;0.302283;0.182314
48;1.60717;0.3174;0.380594
48;1.63146;0.426145;-0.321023
48;1.54663;0.300579;0.68359
48;2.24327;0.429192;2.32896
48;2.2994;0.316633;2.3636
48;2.45742;0.163016;2.30809
48;0.0346282;0.0278008;-0.0754958
48;0.959128;0.304422;0.170141
48;1.52459;0.409429;0.12758
48;1.55781;0.42147;0.22601
48;1.57488;0.3818;0.426601
48;1.45461;0.732052;-0.227191
48;1.60682;0.491312;-0.323515
48;1.5008;0.372143;0.72947
48;2.21116;0.549271;2.32587
48;2.27443;0.435153;2.36131
48;2.3309;0.32097;2.39598
48;0.0272308;0.0251754;-0.0790866
48;0.98606;0.227933;0.172842
48;1.56257;0.29517;0.0847347
48;1.60059;0.302283;0.182314
48;1.62156;0.258071;0.381954
48;1.63598;0.372143;-0.371493
48;1.56077;0.239876;0.684915
48;2.37578;0.271505;2.2445
48;2.42421;0.160813;2.2769
48;2.46711;0.0495169;2.30868
49;0.0402654;0.0224475;-0.0748827
49;0.973687;0.265713;0.171613
49;1.5465;0.352261;0.0831744
49;1.60059;0.302283;0.182314
49;1.60717;0.3174;0.380594
49;1.63146;0.426145;-0.321023
49;1.54663;0.300579;0.68359
49;2.24327;0.429192;2.32896
49;2.2994;0.316633;2.3636
49;2.45742;0.163016;2.30809
49;0.0346282;0.0278008;-0.0754958
49;0.959128;0.304422;0.170141
49;1.52459;0.409429;0.12758
49;1.55781;0.42147;0.22601
49;1.57488;0.3818;0.426601
49;1.60682;0.491312;-0.323515
49;1.5008;0.372143;0.72947
49;2.21116;0.549271;2.32587
49;2.27443;0.435153;2.36131
49;2.3309;0.32097;2.39598
49;0.0272308;0.0251754;-0.0790866
49;0.98606;0.227933;0.172842
49;1.56257;0.29517;0.0847347
49;1.60059;0.302283;0.182314
49;1.62156;0.258071;0.381954
49;1.63598;0.372143;-0.371493
49;1.56077;0.239876;0.684915
49;2.37578;0.271505;2.2445
49;2.42421;0.160813;2.2769
49;2.46711;0.0495169;2.30868
50;0.0402654;0.0224475;-0.0748827
50;0.973687;0.265713;0.171613
50;1.5465;0.352261;0.0831744
50;1.60059;0.302283;0.182314
50;1.60717;0.3174;0.380594
50;1.63146;0.426145;-0.321023
50;1.54663;0.300579;0.68359
50;2.24327;0.429192;2.32896
50;2.2994;0.316633;2.3636
50;2.45742;0.163016;2.30809
50;0.0346282;0.0278008;-0.0754958
50;0.959128;0.304422;0.170141
50;1.52459;0.409429;0.12758
50;1.55781;0.42147;0.22601
50;1.57488;0.3818;0.426601
50;1.60682;0.491312;-0.323515
50;1.5008;0.372143;0.72947
50;2.21116;0.549271;2.32587
50;2.27443;0.435153;2.36131
50;2.3309;0.32097;2.39598
50;0.0272308;0.0251754;-0.0790866
50;0.98606;0.227933;0.172842
50;1.56257;0.29517;0.0847347
50;1.61418;0.244772;0.183591
50;1.62156;0.258071;0.381954
50;1.63598;0.372143;-0.371493
50;1.56077;0.239876;0.684915
50;2.37578;0.271505;2.2445
50;2.42421;0.160813;2.2769
50;2.46711;0.0495169;2.30868
51;0.0402654;0.0224475;-0.0748827
51;0.973687;0.265713;0.171613
51;1.5465;0.352261;0.0831744
51;1.60059;0.302283;0.182314
51;1.60717;0.3174;0.380594
51;1.63146;0.426145;-0.321023
51;1.54663;0.300579;0.68359
51;2.24327;0.429192;2.32896
51;2.2994;0.316633;2.3636
51;2.45742;0.163016;2.30809
51;0.0346282;0.0278008;-0.0754958
51;0.959128;0.304422;0.170141
51;1.52459;0.409429;0.12758
51;1.55781;0.42147;0.22601
51;1.57488;0.3818;0.426601
51;1.45461;0.732052;-0.227191
51;1.60682;0.491312;-0.323515
51;1.5008;0.372143;0.72947
51;2.21116;0.549271;2.32587
51;2.27443;0.435153;2.36131
51;2.3309;0.32097;2.39598
51;0.0272308;0.0251754;-0.0790866
51;0.98606;0.227933;0.172842
51;1.56257;0.29517;0.0847347
51;1.60059;0.302283;0.182314
51;1.62156;0.258071;0.381954
51;1.63598;0.372143;-0.371493
51;1.56077;0.239876;0.684915
51;2.37578;0.271505;2.2445
51;2.42421;0.160813;2.2769
51;2.46711;0.0495169;2.30868
52;0.0402654;0.0224475;-0.0748827
52;0.973687;0.265713;0.171613
52;1.5465;0.352261;0.0831744
52;1.60059;0.302283;0.182314
52;1.60717;0.3174;0.380594
52;1.63146;0.426145;-0.321023
52;1.54663;0.300579;0.68359
52;2.24327;0.429192;2.32896
52;2.2994;0.316633;2.3636
52;2.45742;0.163016;2.30809
52;0.0346282;0.0278008;-0.0754958
52;0.959128;0.304422;0.170141
52;1.52459;0.409429;0.12758
52;1.55781;0.42147;0.22601
52;1.57488;0.3818;0.426601
52;1.45461;0.732052;-0.227191
52;1.60682;0.491312;-0.323515
52;1.5008;0.372143;0.72947
52;2.21116;0.549271;2.32587
52;2.27443;0.435153;2.36131
52;2.3309;0.32097;2.39598
52;0.0272308;0.0251754;-0.0790866
52;0.991507;0.227171;0.143285
52;1.56257;0.29517;0.0847347
52;1.60059;0.302283;0.182314
52;1.62156;0.258071;0.381954
52;1.63598;0.372143;-0.371493
52;1.56077;0.239876;0.684915
52;2.37578;0.271505;2.2445
52;2.42421;0.160813;2.2769
52;2.46711;0.0495169;2.30868
53;0.0402654;0.0224475;-0.0748827
53;0.973687;0.265713;0.171613
53;1.5465;0.352261;0.0831744
53;1.60059;0.302283;0.182314
53;1.60717;0.3174;0.380594
53;1.63146;0.426145;-0.321023
53;1.54663;0.300579;0.68359
53;2.24327;0.429192;2.32896
53;2.2994;0.316633;2.3636
53;2.45742;0.163016;2.30809
53;0.0346282;0.0278008;-0.0754958
53;0.959128;0.304422;0.170141
53;1.52737;0.410648;0.0812755
53;1.55781;0.42147;0.22601
53;1.58416;0.361005;0.180721
53;1.57488;0.3818;0.426601
53;1.45461;0.732052;-0.227191
53;1.60682;0.491312;-0.323515
53;1.5008;0.372143;0.72947
53;2.21116;0.549271;2.32587
53;2.27443;0.435153;2.36131
53;2.3309;0.32097;2.39598
53;0.0272308;0.0251754;-0.0790866
53;0.991507;0.227171;0.143285
53;1.56257;0.29517;0.0847347
53;1.61418;0.244772;0.183591
53;1.62156;0.258071;0.381954
53;1.63598;0.372143;-0.371493
53;1.56077;0.239876;0.684915
53;2.37578;0.271505;2.2445
53;2.42421;0.160813;2.2769
53;2.46711;0.0495169;2.30868
54;0.0402654;0.0224475;-0.0748827
54;0.973687;0.265713;0.171613
54;1.5465;0.352261;0.0831744
54;1.60059;0.302283;0.182314
54;1.60717;0.3174;0.380594
54;1.63146;0.426145;-0.321023
54;1.54663;0.300579;0.68359
54;2.24327;0.429192;2.32896
54;2.2994;0.316633;2.3636
54;2.45742;0.163016;2.30809
54;0.0346282;0.0278008;-0.0754958
54;0.959128;0.304422;0.170141
54;1.52459;0.409429;0.12758
54;1.55781;0.42147;0.22601
54;1.57488;0.3818;0.426601
54;1.43765;0.741805;-0.278431
54;1.60682;0.491312;-0.323515
54;1.52933;0.362624;0.681914
54;2.21116;0.549271;2.32587
54;2.27443;0.435153;2.36131
54;2.3309;0.32097;2.39598
54;0.0272308;0.0251754;-0.0790866
54;0.98606;0.227933;0.172842
